Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(25, 475)","(475, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(25, 475)","(475, 475)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(25, 25)",67.0,303,7,7.828571428571429,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(25, 250)",8.0,407,3,2.966666666666667,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(25, 475)",34.6,608,5,9.68,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(250, 250)",5.5,305,1,0.7000000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(250, 475)",11.7,538,2,5.6,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(475, 25)",27.1,312,5,15.02,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(475, 250)",7.9,406,1,4.4,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 25)","(475, 475)",80.0,630,8,9.8625,0,0,0,1,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(25, 25)",66.60000000000001,434,6,6.75,0,0,1,0,0,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(25, 250)",6.0,312,2,4.35,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(25, 475)",11.6,388,1,7.300000000000001,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(250, 25)",6.0,346,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(250, 475)",6.0,274,2,3.4000000000000004,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(475, 25)",27.5,425,4,8.8,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(475, 250)",6.0,313,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(475, 475)",33.1,373,3,9.366666666666667,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(25, 25)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(25, 250)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(25, 475)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(250, 25)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(250, 250)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(475, 25)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(475, 250)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(250, 475)","(475, 475)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(25, 25)",39.8,566,6,5.933333333333334,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(25, 250)",12.0,651,4,4.775,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(25, 475)",37.2,739,5,8.580000000000002,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(250, 25)",5.9,323,2,4.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(250, 250)",7.5,423,2,3.6,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(250, 475)",12.2,619,2,2.8000000000000003,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(475, 250)",5.6000000000000005,259,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 25)","(475, 475)",65.0,478,3,11.533333333333331,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(25, 25)",80.0,644,5,9.420000000000002,0,0,0,1,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(25, 250)",11.7,616,2,3.3000000000000003,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(25, 475)",11.7,607,2,6.75,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(250, 25)",7.9,444,1,5.0,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(250, 250)",5.5,332,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(250, 475)",8.1,412,1,3.9,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(475, 25)",1.8,84,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 250)","(475, 475)",32.800000000000004,275,3,3.9333333333333336,0,0,1,0,0,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(25, 25)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(25, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(25, 475)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(250, 25)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(250, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(250, 475)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(475, 25)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,1,10,0,20,40,0,"(475, 475)","(475, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(25, 250)",5.6000000000000005,260,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(25, 475)",23.200000000000003,491,6,7.883333333333333,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(250, 25)",5.6000000000000005,282,1,0.7000000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(250, 250)",7.7,419,1,3.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(250, 475)",14.3,679,3,5.433333333333334,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(475, 25)",17.5,535,2,6.2,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(475, 250)",11.6,623,3,5.733333333333334,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 25)","(475, 475)",48.6,762,9,6.055555555555555,0,0,1,0,0,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(25, 25)",1.8,85,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(25, 475)",3.0,159,1,1.5,0,0,1,0,0,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(250, 25)",8.0,444,2,3.75,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(250, 250)",5.800000000000001,367,1,1.7000000000000002,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(250, 475)",7.7,395,3,1.3,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(475, 25)",17.8,662,3,6.066666666666666,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(475, 250)",11.5,600,2,6.6000000000000005,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 250)","(475, 475)",35.6,632,5,7.68,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(25, 25)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(25, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(250, 25)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(250, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(250, 475)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(475, 25)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(475, 250)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(25, 475)","(475, 475)",1.0,9,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(25, 25)",57.7,327,3,11.966666666666669,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(25, 250)",8.0,407,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(25, 475)",71.4,629,18,11.65,0,0,1,0,0,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(250, 250)",5.5,305,3,3.966666666666667,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(250, 475)",14.4,575,5,9.88,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(475, 25)",17.900000000000002,324,2,5.1000000000000005,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(475, 250)",8.1,414,1,6.6000000000000005,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 25)","(475, 475)",47.3,649,11,9.172727272727274,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(25, 25)",47.900000000000006,459,3,10.133333333333333,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(25, 250)",6.1000000000000005,313,1,3.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(25, 475)",23.8,388,3,4.2,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(250, 25)",7.9,356,3,6.266666666666667,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(250, 475)",5.800000000000001,278,2,1.05,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(475, 25)",13.6,417,1,6.300000000000001,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(475, 250)",6.0,313,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(475, 475)",43.5,405,2,13.95,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(25, 25)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(25, 250)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(25, 475)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(250, 25)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(250, 250)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(475, 25)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(475, 250)",1.0,7,0,,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,2,10,0,20,40,0,"(250, 475)","(475, 475)",1.0,7,0,,0,0,0,0,1,2
